speaker,title,topic,year,month,link
Neil L. Andersen,"“Whom the Lord Calls, the Lord Qualifies”",testimony,04,1993,https://www.churchofjesuschrist.org/general-conference/1993/04/whom-the-lord-calls-the-lord-qualifies?lang=eng
D. Todd Christofferson,I Know in Whom I Have Trusted,testimony,04,1993,https://www.churchofjesuschrist.org/general-conference/1993/04/i-know-in-whom-i-have-trusted?lang=eng
Gordon B. Hinckley,“A Prophet’s Testimony”,testimony,04,1993,https://www.churchofjesuschrist.org/general-conference/1993/04/a-prophets-testimony?lang=eng
Joseph B. Wirthlin,Spiritual Bonfires of Testimony,testimony,10,1992,https://www.churchofjesuschrist.org/general-conference/1992/10/spiritual-bonfires-of-testimony?lang=eng
Glenn L. Pace,Spiritual Revival,testimony,10,1992,https://www.churchofjesuschrist.org/general-conference/1992/10/spiritual-revival?lang=eng
Gary J. Coleman,Jesus Christ Is at the Center of the Restoration of the Gospel,testimony,10,1992,https://www.churchofjesuschrist.org/general-conference/1992/10/jesus-christ-is-at-the-center-of-the-restoration-of-the-gospel?lang=eng
Gordon B. Hinckley,Our Great Mission,testimony,04,1992,https://www.churchofjesuschrist.org/general-conference/1992/04/our-great-mission?lang=eng
Gordon B. Hinckley,“Believe His Prophets”,testimony,04,1992,https://www.churchofjesuschrist.org/general-conference/1992/04/believe-his-prophets?lang=eng
Gordon B. Hinckley,Christ Is the Light to All Mankind,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/christ-is-the-light-to-all-mankind?lang=eng
Boyd K. Packer,Reverence Invites Revelation,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/reverence-invites-revelation?lang=eng
Julio E. Dávila,The Conversion Process,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/the-conversion-process?lang=eng
Gardner H. Russell,The Call—An Eternal Miracle,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/the-call-an-eternal-miracle?lang=eng
Jayne B. Malan,These Are Your Days,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/these-are-your-days?lang=eng
Ted E. Brewerton,Light,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/light?lang=eng
Charles A. Didier,Testimony,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/testimony?lang=eng
Ruth B. Wright,Be Thou an Example,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/be-thou-an-example?lang=eng
Joseph C. Muren,“And Now You Will Know”,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/and-now-you-will-know?lang=eng
M. Russell Ballard,The Family of the Prophet Joseph Smith,testimony,10,1991,https://www.churchofjesuschrist.org/general-conference/1991/10/the-family-of-the-prophet-joseph-smith?lang=eng
Gordon B. Hinckley,“This Work Will Go Forward”,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/this-work-will-go-forward?lang=eng
Robert K. Dellenbach,Hour of Conversion,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/hour-of-conversion?lang=eng
Dallin H. Oaks,Witnesses of Christ,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/witnesses-of-christ?lang=eng
Helvécio Martins,The Value of a Testimony,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/the-value-of-a-testimony?lang=eng
Elaine L. Jack,“These Things Are Manifested unto Us Plainly”,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/these-things-are-manifested-unto-us-plainly?lang=eng
James M. Paramore,The Many Witnesses of Jesus Christ and His Work,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/the-many-witnesses-of-jesus-christ-and-his-work?lang=eng
Lynn A. Mickelsen,What Is Truth?,testimony,10,1990,https://www.churchofjesuschrist.org/general-conference/1990/10/what-is-truth?lang=eng
John Sonnenberg,Look to the Savior,testimony,10,1989,https://www.churchofjesuschrist.org/general-conference/1989/10/look-to-the-savior?lang=eng
F. Arthur Kay,Keep the Faith,testimony,10,1989,https://www.churchofjesuschrist.org/general-conference/1989/10/keep-the-faith?lang=eng
Joseph B. Wirthlin,Seeds of Renewal,testimony,04,1989,https://www.churchofjesuschrist.org/general-conference/1989/04/seeds-of-renewal?lang=eng
Robert E. Sackley,A More Excellent Way,testimony,10,1988,https://www.churchofjesuschrist.org/general-conference/1988/10/a-more-excellent-way?lang=eng
John K. Carmack,The Soil and Roots of Testimony,testimony,10,1988,https://www.churchofjesuschrist.org/general-conference/1988/10/the-soil-and-roots-of-testimony?lang=eng
Thomas S. Monson,Happiness through Service,testimony,04,1988,https://www.churchofjesuschrist.org/general-conference/1988/04/happiness-through-service?lang=eng
Angel Abrea,Assurance That Comes from Knowing,testimony,04,1988,https://www.churchofjesuschrist.org/general-conference/1988/04/assurance-that-comes-from-knowing?lang=eng
Robert L. Backman,“Called to Serve”,testimony,10,1987,https://www.churchofjesuschrist.org/general-conference/1987/10/called-to-serve?lang=eng
Gordon B. Hinckley,"“Lord, Increase Our Faith”",testimony,10,1987,https://www.churchofjesuschrist.org/general-conference/1987/10/lord-increase-our-faith?lang=eng
Ezra Taft Benson,“Come unto Christ”,testimony,10,1987,https://www.churchofjesuschrist.org/general-conference/1987/10/come-unto-christ?lang=eng
Lynn A. Sorensen,“I Will Go and Do …”,testimony,10,1987,https://www.churchofjesuschrist.org/general-conference/1987/10/i-will-go-and-do?lang=eng
L. Tom Perry,“United in Building the Kingdom of God”,testimony,04,1987,https://www.churchofjesuschrist.org/general-conference/1987/04/united-in-building-the-kingdom-of-god?lang=eng
Howard W. Hunter,Am I a “Living” Member?,testimony,04,1987,https://www.churchofjesuschrist.org/general-conference/1987/04/am-i-a-living-member?lang=eng
David B. Haight,My Neighbor—My Brother!,testimony,04,1987,https://www.churchofjesuschrist.org/general-conference/1987/04/my-neighbor-my-brother?lang=eng
Hugh W. Pinnock,The Blessings of Being Unified,testimony,04,1987,https://www.churchofjesuschrist.org/general-conference/1987/04/the-blessings-of-being-unified?lang=eng
Ezra Taft Benson,The Book of Mormon—Keystone of Our Religion,testimony,10,1986,https://www.churchofjesuschrist.org/general-conference/1986/10/the-book-of-mormon-keystone-of-our-religion?lang=eng
Joseph B. Wirthlin,Pulling in the Gospel Net,testimony,10,1986,https://www.churchofjesuschrist.org/general-conference/1986/10/pulling-in-the-gospel-net?lang=eng
Joseph Anderson,Presidents of the Church,testimony,10,1986,https://www.churchofjesuschrist.org/general-conference/1986/10/presidents-of-the-church?lang=eng
Boyd K. Packer,The Only True Church,testimony,10,1985,https://www.churchofjesuschrist.org/general-conference/1985/10/the-only-true-church?lang=eng
F. Arthur Kay,The Joy of Service,testimony,04,1985,https://www.churchofjesuschrist.org/general-conference/1985/04/the-joy-of-service?lang=eng
Spencer W. Kimball,The Lord Is at the Helm,testimony,04,1982,https://www.churchofjesuschrist.org/general-conference/1982/04/the-lord-is-at-the-helm?lang=eng
Howard W. Hunter,Conference Time,testimony,10,1981,https://www.churchofjesuschrist.org/general-conference/1981/10/conference-time?lang=eng
Gordon B. Hinckley,Faith: The Essence of True Religion,testimony,10,1981,https://www.churchofjesuschrist.org/general-conference/1981/10/faith-the-essence-of-true-religion?lang=eng
Marion G. Romney,“Except a Man Be Born Again”,testimony,10,1981,https://www.churchofjesuschrist.org/general-conference/1981/10/except-a-man-be-born-again?lang=eng
Yoshihiko Kikuchi,“My Sheep Hear My Voice”,testimony,10,1981,https://www.churchofjesuschrist.org/general-conference/1981/10/my-sheep-hear-my-voice?lang=eng
N. Eldon Tanner,The Blessing of a Testimony,testimony,10,1980,https://www.churchofjesuschrist.org/general-conference/1980/10/the-blessing-of-a-testimony?lang=eng
LeGrand Richards,A Testimony,testimony,10,1980,https://www.churchofjesuschrist.org/general-conference/1980/10/a-testimony?lang=eng
Robert E. Wells,Know the Shepherd,testimony,10,1980,https://www.churchofjesuschrist.org/general-conference/1980/10/know-the-shepherd?lang=eng
Boyd K. Packer,A Tribute to the Rank and File of the Church,testimony,04,1980,https://www.churchofjesuschrist.org/general-conference/1980/04/a-tribute-to-the-rank-and-file-of-the-church?lang=eng
Ezra Taft Benson,A Witness and a Warning,testimony,10,1979,https://www.churchofjesuschrist.org/general-conference/1979/10/a-witness-and-a-warning?lang=eng
Jack H Goaslind Jr.,“Never Be Weary of Good Works”,testimony,10,1978,https://www.churchofjesuschrist.org/general-conference/1978/10/never-be-weary-of-good-works?lang=eng
F. Burton Howard,Be One with the Prophet,testimony,10,1978,https://www.churchofjesuschrist.org/general-conference/1978/10/be-one-with-the-prophet?lang=eng
James E. Faust,Response to the Call,testimony,10,1978,https://www.churchofjesuschrist.org/general-conference/1978/10/response-to-the-call?lang=eng
Ted E. Brewerton,The Gospel Makes People Happy,testimony,10,1978,https://www.churchofjesuschrist.org/general-conference/1978/10/the-gospel-makes-people-happy?lang=eng
N. Eldon Tanner,A Basis for Faith in the Living God,testimony,10,1978,https://www.churchofjesuschrist.org/general-conference/1978/10/a-basis-for-faith-in-the-living-god?lang=eng
Ronald E. Poelman,“I Did Not Reach This Place By Myself”,testimony,04,1978,https://www.churchofjesuschrist.org/general-conference/1978/04/i-did-not-reach-this-place-by-myself?lang=eng
Derek A. Cuthbert,What Would the Savior Have Me Do?,testimony,04,1978,https://www.churchofjesuschrist.org/general-conference/1978/04/what-would-the-savior-have-me-do?lang=eng
Rex C. Reeve,Response to the Call,testimony,04,1978,https://www.churchofjesuschrist.org/general-conference/1978/04/response-to-the-call?lang=eng
Robert L. Backman,Everything Dear,testimony,04,1978,https://www.churchofjesuschrist.org/general-conference/1978/04/everything-dear?lang=eng
Yoshihiko Kikuchi,"Why Me, O Lord?",testimony,10,1977,https://www.churchofjesuschrist.org/general-conference/1977/10/why-me-o-lord?lang=eng
Hugh W. Pinnock,Three Things to Share,testimony,10,1977,https://www.churchofjesuschrist.org/general-conference/1977/10/three-things-to-share?lang=eng
F. Enzio Busche,They Didn’t Give Up,testimony,10,1977,https://www.churchofjesuschrist.org/general-conference/1977/10/they-didn-t-give-up?lang=eng
James M. Paramore,A Thousand Witnesses,testimony,04,1977,https://www.churchofjesuschrist.org/general-conference/1977/04/a-thousand-witnesses?lang=eng
Richard G. Scott,Gratitude,testimony,04,1977,https://www.churchofjesuschrist.org/general-conference/1977/04/gratitude?lang=eng
G. Homer Durham,The Validity of the Gospel,testimony,04,1977,https://www.churchofjesuschrist.org/general-conference/1977/04/the-validity-of-the-gospel?lang=eng
Marvin J. Ashton,The Power of Plainness,testimony,04,1977,https://www.churchofjesuschrist.org/general-conference/1977/04/the-power-of-plainness?lang=eng
Loren C. Dunn,Did Not Our Heart Burn Within Us?,testimony,04,1977,https://www.churchofjesuschrist.org/general-conference/1977/04/did-not-our-heart-burn-within-us?lang=eng
Robert E. Wells,The Greatest Thing in My Life,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/the-greatest-thing-in-my-life?lang=eng
Dean L. Larsen,"“I Am the Vine, Ye Are the Branches”",testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/i-am-the-vine-ye-are-the-branches?lang=eng
J. Richard Clarke,“I Will Never Be the Same Again”,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/i-will-never-be-the-same-again?lang=eng
James E. Faust,A Personal Relationship with the Savior,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/a-personal-relationship-with-the-savior?lang=eng
S. Dilworth Young,“I Have Gained”,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/i-have-gained?lang=eng
Rex D. Pinegar,The Living Prophet,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/the-living-prophet?lang=eng
Carlos E. Asay,The Spirit of Missionary Work,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/the-spirit-of-missionary-work?lang=eng
LeGrand Richards,The Simplicity in Christ,testimony,10,1976,https://www.churchofjesuschrist.org/general-conference/1976/10/the-simplicity-in-christ?lang=eng
Joseph Anderson,The Matter of Personal Testimony,testimony,04,1976,https://www.churchofjesuschrist.org/general-conference/1976/04/the-matter-of-personal-testimony?lang=eng
Neal A. Maxwell,"“Jesus of Nazareth, Savior and King”",testimony,04,1976,https://www.churchofjesuschrist.org/general-conference/1976/04/jesus-of-nazareth-savior-and-king?lang=eng
Robert D. Hales,A Question of Free Agency,testimony,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/a-question-of-free-agency?lang=eng
William Grant Bangerter,The People Who Influence Us,testimony,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/the-people-who-influence-us?lang=eng
Joseph B. Wirthlin,Anchored in Testimony,testimony,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/anchored-in-testimony?lang=eng
O. Leslie Stone,Testimony,testimony,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/testimony?lang=eng
Adney Y. Komatsu,My Mother Gained a Better Son,testimony,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/my-mother-gained-a-better-son?lang=eng
Bruce R. McConkie,Be Valiant in the Fight of Faith,testimony,10,1974,https://www.churchofjesuschrist.org/general-conference/1974/10/be-valiant-in-the-fight-of-faith?lang=eng
Joseph Anderson,A Testimony of Christ,testimony,10,1974,https://www.churchofjesuschrist.org/general-conference/1974/10/a-testimony-of-christ?lang=eng
John H. Vandenberg,Truth Will Emerge Victorious,testimony,10,1974,https://www.churchofjesuschrist.org/general-conference/1974/10/truth-will-emerge-victorious?lang=eng
Neal A. Maxwell,Response to a Call,testimony,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/response-to-a-call?lang=eng
Hartman Rector Jr.,The Strength of Testimony,testimony,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/the-strength-of-testimony?lang=eng
David B. Haight,What Does Jesus Mean to Modern Man?,testimony,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/what-does-jesus-mean-to-modern-man?lang=eng
J. Thomas Fyans,Commitment to Serve,testimony,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/commitment-to-serve?lang=eng
Franklin D. Richards,Testimony,testimony,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/testimony?lang=eng
Rex D. Pinegar,Become Rich toward God,testimony,10,1973,https://www.churchofjesuschrist.org/general-conference/1973/10/become-rich-toward-god?lang=eng
Gordon B. Hinckley,The True Strength of the Church,testimony,04,1973,https://www.churchofjesuschrist.org/general-conference/1973/04/the-true-strength-of-the-church?lang=eng
Vaughn J. Featherstone,The Sure Word of God,testimony,10,1972,https://www.churchofjesuschrist.org/general-conference/1972/10/the-sure-word-of-god?lang=eng
Bruce R. McConkie,“I Know That My Redeemer Lives”,testimony,10,1972,https://www.churchofjesuschrist.org/general-conference/1972/10/i-know-that-my-redeemer-lives?lang=eng
Loren C. Dunn,How to Gain a Testimony,testimony,10,1972,https://www.churchofjesuschrist.org/general-conference/1972/10/how-to-gain-a-testimony?lang=eng
Hugh B. Brown,A Missionary and His Message,testimony,04,1972,https://www.churchofjesuschrist.org/general-conference/1972/04/a-missionary-and-his-message?lang=eng
James A. Cullimore,The Importance of a Personal Testimony,testimony,04,1972,https://www.churchofjesuschrist.org/general-conference/1972/04/the-importance-of-a-personal-testimony?lang=eng
Harold B. Lee,The Strength of the Priesthood,testimony,04,1972,https://www.churchofjesuschrist.org/general-conference/1972/04/the-strength-of-the-priesthood?lang=eng
Hartman Rector Jr.,Our Witness to the World,testimony,04,1972,https://www.churchofjesuschrist.org/general-conference/1972/04/our-witness-to-the-world?lang=eng
Bruce R. McConkie,The Testimony of Jesus,testimony,04,1972,https://www.churchofjesuschrist.org/general-conference/1972/04/the-testimony-of-jesus?lang=eng
Joseph Fielding Smith,A Witness and a Blessing,testimony,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/a-witness-and-a-blessing?lang=eng
Loren C. Dunn,Drink of the Pure Water,testimony,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/drink-of-the-pure-water?lang=eng
Henry D. Taylor,Man Cannot Endure on Borrowed Light,testimony,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/man-cannot-endure-on-borrowed-light?lang=eng
Harold B. Lee,The Iron Rod,testimony,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/the-iron-rod?lang=eng
Boyd K. Packer,“The Spirit Beareth Record”,testimony,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/the-spirit-beareth-record?lang=eng
Russell M. Nelson,Sustaining the Prophets,Thomas S. Monson,10,2014,https://www.churchofjesuschrist.org/general-conference/2014/10/sustaining-the-prophets?lang=eng
Ian S. Ardern,A Time to Prepare,time management,10,2011,https://www.churchofjesuschrist.org/general-conference/2011/10/a-time-to-prepare?lang=eng
Dieter F. Uchtdorf,We Are Doing a Great Work and Cannot Come Down,time management,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/we-are-doing-a-great-work-and-cannot-come-down?lang=eng
Donald L. Hallstrom,Do It Now,time management,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/do-it-now?lang=eng
Henry B. Eyring,This Day,time management,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/this-day?lang=eng
Thomas S. Monson,Now Is the Time,time management,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/now-is-the-time?lang=eng
Richard G. Scott,First Things First,time management,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/first-things-first?lang=eng
Dallin H. Oaks,Focus and Priorities,time management,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/focus-and-priorities?lang=eng
Henry B. Eyring,Do Not Delay,time management,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/do-not-delay?lang=eng
Gordon B. Hinckley,We Have a Work to Do,time management,04,1995,https://www.churchofjesuschrist.org/general-conference/1995/04/we-have-a-work-to-do?lang=eng
William R. Bradford,Unclutter Your Life,time management,04,1992,https://www.churchofjesuschrist.org/general-conference/1992/04/unclutter-your-life?lang=eng
Marvin J. Ashton,Straightway,time management,04,1983,https://www.churchofjesuschrist.org/general-conference/1983/04/straightway?lang=eng
Marvin J. Ashton,Love Takes Time,time management,10,1975,https://www.churchofjesuschrist.org/general-conference/1975/10/love-takes-time?lang=eng
Marvin J. Ashton,The Time Is Now,time management,04,1975,https://www.churchofjesuschrist.org/general-conference/1975/04/the-time-is-now?lang=eng
Neal A. Maxwell,Why Not Now?,time management,10,1974,https://www.churchofjesuschrist.org/general-conference/1974/10/why-not-now?lang=eng
William H. Bennett,Inertia,time management,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/inertia?lang=eng
John H. Vandenberg,Becoming a Somebody,time management,10,1972,https://www.churchofjesuschrist.org/general-conference/1972/10/becoming-a-somebody?lang=eng
Valeri V. Cordón,The Language of the Gospel,tithing,04,2017,https://www.churchofjesuschrist.org/general-conference/2017/04/the-language-of-the-gospel?lang=eng
Kevin R. Jergensen,"Church Auditing Department Report, 2015",tithing,04,2016,https://www.churchofjesuschrist.org/general-conference/2016/04/church-auditing-department-report-2015?lang=eng
Kevin R. Jergensen,"Church Auditing Department Report, 2014",tithing,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/church-auditing-department-report-2014?lang=eng
Henry B. Eyring,“Is Not This the Fast That I Have Chosen?”,tithing,04,2015,https://www.churchofjesuschrist.org/general-conference/2015/04/is-not-this-the-fast-that-i-have-chosen?lang=eng
Kevin R. Jergensen,"Church Auditing Department Report, 2013",tithing,04,2014,https://www.churchofjesuschrist.org/general-conference/2014/04/church-auditing-department-report-2013?lang=eng
David A. Bednar,The Windows of Heaven,tithing,10,2013,https://www.churchofjesuschrist.org/general-conference/2013/10/the-windows-of-heaven?lang=eng
Russell M. Nelson,Face the Future with Faith,tithing,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/face-the-future-with-faith?lang=eng
Carl B. Pratt,The Lord’s Richest Blessings,tithing,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/the-lords-richest-blessings?lang=eng
Sheldon F. Child,The Best Investment,tithing,04,2008,https://www.churchofjesuschrist.org/general-conference/2008/04/the-best-investment?lang=eng
Gordon B. Hinckley,Let Virtue Garnish Thy Thoughts Unceasingly,tithing,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/let-virtue-garnish-thy-thoughts-unceasingly?lang=eng
Yoshihiko Kikuchi,Will a Man Rob God?,tithing,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/will-a-man-rob-god?lang=eng
Thomas S. Monson,The Priesthood—a Sacred Gift,tithing,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/the-priesthood-a-sacred-gift?lang=eng
Gordon B. Hinckley,In the Arms of His Love,tithing,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/in-the-arms-of-his-love?lang=eng
Daniel L. Johnson,The Law of Tithing,tithing,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/the-law-of-tithing?lang=eng
Lynn G. Robbins,Tithing—a Commandment Even for the Destitute,tithing,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/tithing-a-commandment-even-for-the-destitute?lang=eng
Gordon B. Hinckley,Gambling,tithing,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/gambling?lang=eng
Joseph B. Wirthlin,"Earthly Debts, Heavenly Debts",tithing,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/earthly-debts-heavenly-debts?lang=eng
Sydney S. Reynolds,He Knows Us; He Loves Us,tithing,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/he-knows-us-he-loves-us?lang=eng
Gordon B. Hinckley,The Condition of the Church,tithing,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/the-condition-of-the-church?lang=eng
Robert D. Hales,Tithing: A Test of Faith with Eternal Blessings,tithing,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/tithing-a-test-of-faith-with-eternal-blessings?lang=eng
Earl C. Tingey,The Law of Tithing,tithing,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/the-law-of-tithing?lang=eng
Gordon B. Hinckley,We Walk by Faith,tithing,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/we-walk-by-faith?lang=eng
Jeffrey R. Holland,“Like a Watered Garden”,tithing,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/like-a-watered-garden?lang=eng
Gordon B. Hinckley,The Times in Which We Live,tithing,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/the-times-in-which-we-live?lang=eng
Russell M. Nelson,Personal Preparation for Temple Blessings,tithing,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/personal-preparation-for-temple-blessings?lang=eng
Gordon B. Hinckley,The Miracle of Faith,tithing,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/the-miracle-of-faith?lang=eng
Keith B. McMullin,An Invitation with Promise,tithing,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/an-invitation-with-promise?lang=eng
James E. Faust,A Growing Testimony,tithing,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/a-growing-testimony?lang=eng
Stephen B. Oveson,Our Legacy,tithing,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/our-legacy?lang=eng
James E. Faust,Of Seeds and Soils,tithing,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/of-seeds-and-soils?lang=eng
H. David Burton,A Season of Opportunity,tithing,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/a-season-of-opportunity?lang=eng
Gordon B. Hinckley,What Are People Asking about Us?,tithing,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/what-are-people-asking-about-us?lang=eng
James E. Faust,Opening the Windows of Heaven,tithing,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/opening-the-windows-of-heaven?lang=eng
Ronald E. Poelman,Tithing: A Privilege,tithing,04,1998,https://www.churchofjesuschrist.org/general-conference/1998/04/tithing-a-privilege?lang=eng
Gordon B. Hinckley,Look to the Future,tithing,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/look-to-the-future?lang=eng
Gordon B. Hinckley,Latter-day Saints in Very Deed,tithing,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/latter-day-saints-in-very-deed?lang=eng
Gordon B. Hinckley,“This Thing Was Not Done in a Corner”,tithing,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/this-thing-was-not-done-in-a-corner?lang=eng
Thomas S. Monson,“Be Thou an Example”,tithing,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/be-thou-an-example?lang=eng
Gordon B. Hinckley,"Of Missions, Temples, and Stewardship",tithing,10,1995,https://www.churchofjesuschrist.org/general-conference/1995/10/of-missions-temples-and-stewardship?lang=eng
Jeffrey R. Holland,Our Priesthood Legacy,tithing,04,1995,https://www.churchofjesuschrist.org/general-conference/1995/04/our-priesthood-legacy?lang=eng
Joe J. Christensen,Marriage and the Great Plan of Happiness,tithing,04,1995,https://www.churchofjesuschrist.org/general-conference/1995/04/marriage-and-the-great-plan-of-happiness?lang=eng
Dallin H. Oaks,Tithing,tithing,04,1994,https://www.churchofjesuschrist.org/general-conference/1994/04/tithing?lang=eng
Gordon B. Hinckley,My Testimony,tithing,10,1993,https://www.churchofjesuschrist.org/general-conference/1993/10/my-testimony?lang=eng
Gordon B. Hinckley,The State of the Church,tithing,04,1991,https://www.churchofjesuschrist.org/general-conference/1991/04/the-state-of-the-church?lang=eng
Boyd K. Packer,Teach Them Correct Principles,tithing,04,1990,https://www.churchofjesuschrist.org/general-conference/1990/04/teach-them-correct-principles?lang=eng
Thomas S. Monson,The Lord’s Way,tithing,04,1990,https://www.churchofjesuschrist.org/general-conference/1990/04/the-lords-way?lang=eng
Gordon B. Hinckley,Rise to a Larger Vision of the Work,tithing,04,1990,https://www.churchofjesuschrist.org/general-conference/1990/04/rise-to-a-larger-vision-of-the-work?lang=eng
Philip T. Sonntag,The Faith of Our People,tithing,10,1984,https://www.churchofjesuschrist.org/general-conference/1984/10/the-faith-of-our-people?lang=eng
Hartman Rector Jr.,That Ye May Have Roots and Branches,tithing,04,1983,https://www.churchofjesuschrist.org/general-conference/1983/04/that-ye-may-have-roots-and-branches?lang=eng
Gordon B. Hinckley,Tithing: An Opportunity to Prove Our Faithfulness,tithing,04,1982,https://www.churchofjesuschrist.org/general-conference/1982/04/tithing-an-opportunity-to-prove-our-faithfulness?lang=eng
Spencer W. Kimball,The Law of Tithing,tithing,10,1980,https://www.churchofjesuschrist.org/general-conference/1980/10/the-law-of-tithing?lang=eng
Marion G. Romney,Trust in the Lord,tithing,04,1979,https://www.churchofjesuschrist.org/general-conference/1979/04/trust-in-the-lord?lang=eng
Boyd K. Packer,"Where Much Is Given, Much Is Required",tithing,10,1974,https://www.churchofjesuschrist.org/general-conference/1974/10/where-much-is-given-much-is-required?lang=eng
Henry D. Taylor,“I Will … Pour You Out a Blessing”,tithing,04,1974,https://www.churchofjesuschrist.org/general-conference/1974/04/i-will-pour-you-out-a-blessing?lang=eng
Franklin D. Richards,The Law of Abundance,tithing,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/the-law-of-abundance?lang=eng
Bernard P. Brockbank,Love of God,tithing,04,1971,https://www.churchofjesuschrist.org/general-conference/1971/04/love-of-god?lang=eng
Dale G. Renlund,Our Good Shepherd,tolerance,04,2017,https://www.churchofjesuschrist.org/general-conference/2017/04/our-good-shepherd?lang=eng
Gordon B. Hinckley,The Need for Greater Kindness,tolerance,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/the-need-for-greater-kindness?lang=eng
Robert S. Wood,Instruments of the Lord’s Peace,tolerance,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/instruments-of-the-lords-peace?lang=eng
